id|title|url|price|sellerId|advertType|distance|city|c2type|monitortype|target_price|margin|date
m1827485774|Concept 2 roeitrainer model D met pm3 monitor|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827485774-concept-2-roeitrainer-model-d-met-pm3-monitor|500|10771704|PACKAGE_FREE|174|Koningsbosch|D|PM3|700|200|2022-04-03T14:00:47Z
m1827325374|Concept 2 model D PM5 zwart|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1827325374-concept-2-model-d-pm5-zwart|975|19503842|PACKAGE_FREE|81|Oudheusden|D|PM5|800|0|2022-04-03T09:23:12Z
m1827203784|Roeitrainer CONCEPT 2 MODEL D MET PM5 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827203784-roeitrainer-concept-2-model-d-met-pm5-display|750|44869080|PACKAGE_FREE|74|De Klomp|D|PM5|800|50|2022-04-02T19:09:13Z
m1826883554|Roeitrainer CONCEPT 2 MODEL D MET PM3 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1826883554-roeitrainer-concept-2-model-d-met-pm3-display|575|45271109|PACKAGE_FREE|74|Veenendaal|D|PM3|700|125|2022-04-02T07:39:17Z
m1826789868|Concept 2 roeier roeimachine model d met pm3 monitor|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1826789868-concept-2-roeier-roeimachine-model-d-met-pm3-monitor|650|23578087|PACKAGE_FREE|66|Dordrecht|D|PM3|700|50|2022-04-01T18:18:36Z
m1825417345|Concept 2 model D, zgan|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1825417345-concept-2-model-d-zgan|750|24486130|PACKAGE_FREE|137|Maarheeze|||0|0|2022-03-29T08:39:26Z
m1825162783|Roeitrainer  CONCEPT 2 MODEL D MET PM3 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1825162783-roeitrainer-concept-2-model-d-met-pm3-display|600|44642917|PACKAGE_FREE|74|Rhenen|D|PM3|700|100|2022-03-28T13:33:50Z
m1824307620|Concept 2 Roeitrainer Model D met Pm5 Scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1824307620-concept-2-roeitrainer-model-d-met-pm5-scherm|800|12832073|PACKAGE_FREE|100|Goirle|D|PM5|800|0|2022-03-26T09:32:26Z
m1823879533|2x Air roeier/roeiapparaat/roeimachine Model D pm3 Concept 2|https://www.marktplaats.nl/v/sport-en-fitness/overige-sport-en-fitness/m1823879533-2x-air-roeier-roeiapparaat-roeimachine-model-d-pm3-concept-2|675|22976666|PACKAGE_FREE|132|Hoogeveen|D|PM3|700|25|2022-03-24T21:51:58Z
m1823677953|Concept2 INDOOR ROWER MODEL D MET PM5 - ZWART|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1823677953-concept2-indoor-rower-model-d-met-pm5-zwart|1000|16443372|PACKAGE_FREE|47|Abbekerk|D|PM5|800|0|2022-03-24T12:12:23Z
m1822606723|Rowing Machine - Concept 2 - Model D - 2020|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1822606723-rowing-machine-concept-2-model-d-2020|850|27834755|PACKAGE_FREE|20|Amsterdam|D||0|0|2022-03-21T10:17:31Z
m1820599633|Roeitrainer CONCEPT 2 /model D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1820599633-roeitrainer-concept-2-model-d|NaN|7848276|PACKAGE_FREE|122|Waalre|D||0|0|2022-03-18T17:32:39Z
m1817262322|Concept 2 model D met pm5 monitor|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1817262322-concept-2-model-d-met-pm5-monitor|NaN|10928482|PACKAGE_FREE|16|Aalsmeer|D|PM5|800|0|2022-03-06T15:56:08Z
m1816888345|Concept 2 model e pm4 roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1816888345-concept-2-model-e-pm4-roeitrainer|800|44144820|PACKAGE_FREE|139|Dinxperlo|E|PM4|750|0|2022-03-05T17:12:59Z
m1816152008|Concept 2 Model D PM5 display|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1816152008-concept-2-model-d-pm5-display|800|18509979|PACKAGE_FREE|96|Tilburg|D|PM5|800|0|2022-03-03T19:06:55Z
m1784740220|Concept 2 roeimachine PM5 model D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1784740220-concept-2-roeimachine-pm5-model-d|1050|1403248|PACKAGE_FREE|25|Amsterdam|D|PM5|800|0|2021-12-13T11:37:20Z
m1827102747|Concept 2 Model E PM5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827102747-concept-2-model-e-pm5|900|15454923|PACKAGE_FREE|42|De Meern|E|PM5|850|0|2022-04-02T14:49:51Z
m1826892711|Concept2 roeier model E PM4|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1826892711-concept2-roeier-model-e-pm4|700|26530781|PACKAGE_FREE|40|Pijnacker|E|PM4|750|50|2022-04-02T08:01:52Z
m1826381622|Concept 2 model E/pm4|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1826381622-concept-2-model-e-pm4|775|44216938|PACKAGE_FREE|99|Boxtel||PM4|0|0|2022-03-31T16:56:40Z
m1818348505|Concept2 roeier model E PM4 scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1818348505-concept2-roeier-model-e-pm4-scherm|599|2585361|PACKAGE_FREE|133|Goor|E|PM4|750|151|2022-03-09T15:49:54Z
m1818299708|Concept 2 concept2 roeier roeimachine model e pm4|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1818299708-concept-2-concept2-roeier-roeimachine-model-e-pm4|750|23578087|PACKAGE_FREE|66|Dordrecht|E|PM4|750|0|2022-03-09T13:54:58Z
m1816888345|Concept 2 model e pm4 roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1816888345-concept-2-model-e-pm4-roeitrainer|800|44144820|PACKAGE_FREE|139|Dinxperlo|E|PM4|750|0|2022-03-05T17:12:59Z
m1814782888|Model E (hoge en zwaarder model) Concept2 met PM4 display.|https://www.marktplaats.nl/v/sport-en-fitness/overige-sport-en-fitness/m1814782888-model-e-hoge-en-zwaarder-model-concept2-met-pm4-display|850|22976666|PACKAGE_FREE|132|Hoogeveen|E|PM4|750|0|2022-02-27T22:00:49Z
m1807290705|Concept2 model E pm4 rower ergometer roeier roeien homegym|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1807290705-concept2-model-e-pm4-rower-ergometer-roeier-roeien-homegym|875|21063535|PACKAGE_FREE|64|Dordrecht|E|PM4|750|0|2022-02-08T12:17:15Z
m1798624829|Concept 2 Roeitrainer Model E met Pm4 Scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1798624829-concept-2-roeitrainer-model-e-met-pm4-scherm|800|12832073|PACKAGE_FREE|100|Goirle|E|PM4|750|0|2022-01-18T08:36:05Z
m1790409643|Concept 2 Model E|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1790409643-concept-2-model-e|800|13555506|PACKAGE_FREE|93|Berkel-Enschot|E||0|0|2021-12-29T11:41:05Z
m1790154978|Concept 2 model e roeitrainer ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1790154978-concept-2-model-e-roeitrainer-ergometer|800|39952665|PACKAGE_FREE|85|Wageningen|E||0|0|2021-12-28T17:21:35Z
m1789955786|Concept 2 Roeitrainer Model E met Pm5 Scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1789955786-concept-2-roeitrainer-model-e-met-pm5-scherm|950|12832073|PACKAGE_FREE|100|Goirle|E|PM5|850|0|2021-12-28T12:17:38Z
m1816761643|Concept II ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1816761643-concept-ii-ergometer|550|18949878|PACKAGE_FREE|91|Oss|||0|0|2022-03-05T12:47:44Z
m1827516001|Concept 2 indoor rower Roeimachine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827516001-concept-2-indoor-rower-roeimachine|NaN|7999360|PACKAGE_FREE|27|Vinkeveen|||0|0|2022-04-03T14:56:38Z
m1827521195|Concept 2 Indoor Rower Model D Roeimachine Concept2-PM3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827521195-concept-2-indoor-rower-model-d-roeimachine-concept2-pm3|675|15419087|PACKAGE_FREE|52|Willemstad|D|PM3|700|25|2022-04-03T15:06:33Z
m1827520778|Concept2 roeier model C PM3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1827520778-concept2-roeier-model-c-pm3|450|40031704|PACKAGE_FREE|14|Nootdorp|C|PM3|500|50|2022-04-03T15:05:46Z
m1827591452|Concept 2 Model D Roeitrainer pm5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827591452-concept-2-model-d-roeitrainer-pm5|600|44114306|PACKAGE_FREE|35|Amsterdam|D|PM5|800|200|2022-04-03T17:49:17Z44972
m1828191503|Concept 2 model E pm4 indoor rower roeitrainer roei|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1828191503-concept-2-model-e-pm4-indoor-rower-roeitrainer-roei|800|44144820|PACKAGE_FREE|141|Dinxperlo|E|PM4|750|0|2022-04-05T11:16:47Z
m1828144867|Concept 2 model e. pm4 of 5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1828144867-concept-2-model-e-pm4-of-5|800|42796781|PACKAGE_FREE|47|Hilversum||PM4|0|0|2022-04-05T09:16:48Z
m1828112314|Concept rower 2 met display|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828112314-concept-rower-2-met-display|450|15955928|PACKAGE_FREE|151|Echt|||0|0|2022-04-05T07:52:08Z
m1828089876|Concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828089876-concept-2|375|44490000|PACKAGE_FREE|75|Veenendaal|||0|0|2022-04-05T06:25:02Z
m1828089027|Concept2 model E PM4 roeimachine roeitrainer indoorroeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828089027-concept2-model-e-pm4-roeimachine-roeitrainer-indoorroeier|800|14758019|PACKAGE_FREE|70|Breda|E|PM4|750|0|2022-04-05T06:19:58Z
m1827945990|Indoor roeitrainer / indoor rower concept 2 Rowerg|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827945990-indoor-roeitrainer-indoor-rower-concept-2-rowerg|NaN|18839029|PACKAGE_FREE|38|Amsterdam|||0|0|2022-04-04T16:58:14Z
m1827776113|Roeitrainer CONCEPT 2 MODEL D MET PM3 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1827776113-roeitrainer-concept-2-model-d-met-pm3-display|599|44642917|PACKAGE_FREE|74|Rhenen|D|PM3|700|101|2022-04-04T10:49:37Z
m1818165759|Concept 2 row|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1818165759-concept-2-row|700|27016628|PACKAGE_FREE|60|Hensbroek|||0|0|2022-03-09T08:17:56Z
m1828859126|Concept 2. profesioneel roeiapparaat. Is inklapbaar.|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828859126-concept-2-profesioneel-roeiapparaat-is-inklapbaar|399|16307582|PACKAGE_FREE|134|Akkrum|||0|0|2022-04-07T15:22:22.970Z
m1828988166|Gereviseerde roeitrainer concept 2 c2  model c|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828988166-gereviseerde-roeitrainer-concept-2-c2-model-c|500|3821186|PACKAGE_FREE|47|Bussum|C||0|0|2022-04-07T14:43:47Z
m1828955762|Concept2 roeitrainer model D PM 3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828955762-concept2-roeitrainer-model-d-pm-3|650|947283|PACKAGE_FREE|151|Drachten|D||0|0|2022-04-07T13:29:35Z
m1828850229|RowErg met hoge poten Concept2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828850229-rowerg-met-hoge-poten-concept2|1100|19258373|PACKAGE_FREE|38|Oostvoorne|||0|0|2022-04-07T09:09:16Z
m1828792079|Roeitrainer CONCEPT 2 MODEL C met PM2  DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1828792079-roeitrainer-concept-2-model-c-met-pm2-display|449|45349211|PACKAGE_FREE|75|Veenendaal|C|PM2|450|1|2022-04-07T05:38:37Z
m1828600392|Roeitrainer CONCEPT 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828600392-roeitrainer-concept-2|380|44490000|PACKAGE_FREE|75|Veenendaal|||0|0|2022-04-06T13:31:09Z
m1828576241|Roeitrainer CONCEPT 2 MODEL D MET PM3 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828576241-roeitrainer-concept-2-model-d-met-pm3-display|599|44642917|PACKAGE_FREE|74|Rhenen|D|PM3|700|101|2022-04-06T12:37:58Z
m1828558039|Concept 2 PM5 Roeitrainer ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828558039-concept-2-pm5-roeitrainer-ergometer|700|21784700|PACKAGE_FREE|48|Gorinchem||PM5|0|0|2022-04-06T11:55:27Z
m1828472261|Concept 2 met PM5 monitor, concept 2, roeitrainer, roeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828472261-concept-2-met-pm5-monitor-concept-2-roeitrainer-roeier|650|7299491|PACKAGE_FREE|22|Delft||PM5|0|0|2022-04-06T08:32:25Z
m1828463131|Concept 2 roeitrainer met pm4 scherm - goede staat|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828463131-concept-2-roeitrainer-met-pm4-scherm-goede-staat|NaN|1921736|PACKAGE_FREE|101|Arnhem||PM4|0|0|2022-04-06T07:59:30Z
m1828365190|Roei apparaat Concept 2 model D Pm5. Bijna nieuw, incl. Mat|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828365190-roei-apparaat-concept-2-model-d-pm5-bijna-nieuw-incl-mat|NaN|1118551|PACKAGE_FREE|38|Spijkenisse|D||0|0|2022-04-05T18:19:47Z
m1828363880|Concept 2 Model C Roeitrainer met PM2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1828363880-concept-2-model-c-roeitrainer-met-pm2|500|20393370|PACKAGE_FREE|49|Bussum|C|PM2|450|0|2022-04-05T18:15:58Z
m1828337085|Concept2 BikeErg|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1828337085-concept2-bikeerg|910|45194781|PACKAGE_FREE|39|Amsterdam|||0|0|2022-04-05T17:06:55Z
m1828322316|Roeitrainer concept 2 model D met PM3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1828322316-roeitrainer-concept-2-model-d-met-pm3|1|45468333|PACKAGE_FREE|60|Amersfoort|D|PM3|700|699|2022-04-05T16:25:53Z
